id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified
4012	29662059	2018	https://datashare.is.ed.ac.uk/bitstream/handle/10283/3036/UKBiobank_probableMDD_12Jan18.txt?sequence=2&isAllowed=y	https://datashare.is.ed.ac.uk/handle/10283/3036		Psychiatric	Mental and Behavioural Disorders	Depressive Episode	Probable major dpressive disorder	Probable major depressive disorder	UKB2 (EUR)	30603	143916	174519	hg19	7666894	0	0.0121	0.0015	8.0667	0.0276	0.0034	1.0802	1.0834	1.0071	Population prevalence: 0.206 (PMID: 29450462 (USA cohor, lifetime prevalence)).	2018-10-18	2019-11-08
4013	29662059	2018	https://datashare.is.ed.ac.uk/bitstream/handle/10283/3036/UKBiobank_icdMDD_12Jan18.txt?sequence=3&isAllowed=y	https://datashare.is.ed.ac.uk/handle/10283/3036		Psychiatric	Mental and Behavioural Disorders	Depressive Episode	Major depressive disorder (ICD-coded)	Major depressive disorder	UKB2 (EUR)	8276	209308	217584	hg19	7658352	0	0.0126	0.0015	8.4	0.1136	0.0136	1.0802	1.0754	0.997	Population prevalence: 0.206 (PMID: 29450462 (USA cohor, lifetime prevalence)).	2018-10-18	2019-11-08
4014	29700475	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Depressive Episode	Major depressive disorder	Major depressive disorder	UKB1 (EUR meta)	59851	113154	173005	hg19	13554489	0	0.0774	0.0048	16.125	0.1127	0.007	1.2365	1.2657	0.995	Meta-analysis of UKB release 1, excluding 23andMe cohort. Population prevalence: 0.206 (PMID: 29450462 (USA cohor, lifetime prevalence)).	2018-10-18	2019-11-08
4015	29760442	2018	https://datashare.is.ed.ac.uk/bitstream/handle/10283/2976/Meta_CCT_age_sex_caucasians_1000G.txt.gz?sequence=5&isAllowed=y	https://datashare.is.ed.ac.uk/handle/10283/2976		Ophthalmological	The Eye, Ear and Related Structures	Structure of Eyeball	Central corneal thickness	Central corneal thickness	EUR			17803	hg19	8979466	28	0.333	0.0376	8.856382979			1.0802	1.1223	1.0064		2018-10-18	2019-02-11
4016	29760442	2018	https://datashare.is.ed.ac.uk/bitstream/handle/10283/2976/Meta_CCT_age_sex_asians_1000G.txt.gz?sequence=4&isAllowed=y	https://datashare.is.ed.ac.uk/handle/10283/2976		Ophthalmological	The Eye, Ear and Related Structures	Structure of Eyeball	Central corneal thickness	Central corneal thickness	EAS			8107	hg19	7024738	13	0.2965	0.0634	4.676656151			1.0315	1.0398	0.9959		2018-10-18	2019-01-11
4017	29848360	2018	http://urr.cat/data/GWAS_SLE_summaryStats.zip	http://www.urr.cat/		Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	EUR	907	1524	2431	hg19	8896776	6									GWAS with only Spanish cohort. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-02-11
4018	29848360	2018	http://urr.cat/data/GWAS_SLE_summaryStats.zip	http://www.urr.cat/		Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	Systemic Lupus Erythematosus	EUR	4036	6959	10995	hg19	8929425	0	0.6416	0.1008	6.3651	0.2091	0.0329	1.1843	1.2452	1.0959	Population prevalence: 0.00037 (PMID: 28968809, Average of UK from Table 3).	2018-10-18	2019-11-08
4019	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM4_ESM.txt			Dermatological	Skin and Related Structures	Other disorders of pigmentation	Age spot	Age spot	EAS	7438	3815	11253	hg19	562485	0	0.0261	0.0589	0.4431	0.0437	0.0985	1.0016	1.006	1.0012	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4020	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM5_ESM.txt			Dermatological	Skin and Related Structures	Other disorders of pigmentation	Freckles	Freckles	EAS	4034	7148	11182	hg19	584666	0	0.2583	0.0599	4.3122	0.4251	0.0985	1.0345	1.0531	1.0067	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4021	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM6_ESM.txt			Dermatological	Skin and Related Structures	Disorders of eyelid, lacrimal system and orbit	Double eyelid	Double eyelid	EAS	3545	2069	5614	hg19	549759	0	0.0791	0.1183	0.6686	0.1295	0.1935	1.0255	1.0281	1.021	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4022	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM7_ESM.txt			Dermatological	Skin and Related Structures	Structure of hair	Eyebrows	Eyebrows	EAS	2788	1153	3941	hg19	560922	1									For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4023	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM8_ESM.txt			Dermatological	Skin and Related Structures	Structure of hair	Hair (Straight/curly)	Hair (Straight/curly)	EAS	2346	2532	4878	hg19	560921	2									For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-02-11
4024	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM9_ESM.txt			Dermatological	Skin and Related Structures	Hypertrichosis	Excessive hairiness	Excessive hairiness	EAS	7414	3830	11244	hg19	589060	0	0.3409	0.1418	2.4041	0.5695	0.2369	1.0527	1.0796	1.014	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4025	29895819	2018	https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-27145-2/MediaObjects/41598_2018_27145_MOESM10_ESM.txt			Dermatological	Skin and Related Structures	Hyperhidrosis, unspecified	Excessive sweating	Excessive sweating	EAS	3293	1245	4538	hg19	551231	2									For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4026	30012571	2018	https://humandbs.biosciencedbc.jp/files/hum0126/hum0126.v1.gwas.v1.zip	https://humandbs.biosciencedbc.jp/en/hum0126-v1		Metabolic	Diseases of the Genitourinary System	Nephrotic Syndrome	Childhood idiopathic nephrotic syndrome	Childhood idiopathic nephrotic syndrome	EAS	224	419	643	hg19	495887	3									For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4027	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (full discovery samples)	Alcohol dependence	EUR+AFR	14904	37944	52848	hg19	10895900	2	0.0844	0.0147	5.7415	0.1498	0.0262	1.071	1.0682	1.0179	Full discovery GWAS (all samples). EUR: 46,568 (88.1%), AFR: 6,280 (11.9%). File: pgc_alcdep.discovery.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4028	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (fixed effect model for unrelated genotyped individuals)	Alcohol dependence	EUR+AFR	11476	23080	34556	hg19	7935287	0	0.0861	0.0202	4.2624	0.145	0.034	1.0527	1.0536	1.0171	Trans-ancestral GWAS using unrelated genotyped individuals with fixed effect model. EUR: 28,787 (83.2%), AFR: 5,799 (16.8%). File: pgc_alcdep.trans_fe_unrel_geno.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4029	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (random effect model for unrelated genotyped individuals)	Alcohol dependence	EUR+AFR	11476	23080	34556	hg19	7935287	0	0.0759	0.0193	3.9326	0.1278	0.0324	0.9809	1.018	0.9859	Trans-ancestral GWAS using unrelated genotyped individuals with random effect model. EUR: 28,787 (83.2%), AFR: 5,799 (16.8%). File: pgc_alcdep.trans_re2_unrel_geno.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4030	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (bayesian effect  for unrelated genotyped individuals)	Alcohol dependence	EUR+AFR	11476	23080	34556	hg19	1128163	0	0.1126	0.0339	3.3215	0.1894	0.0571	0.7497	0.8495	0.801	Trans-ancestral GWAS using unrelated genotyped individuals with bayesian model. log10BF was converted to 10^(-log10BF) and used this value instead of P-value. SNPs with log10BF < 0 were excluded. EUR: 28,787 (83.2%), AFR: 5,799 (16.8%). File:  pgc_alcdep.trans_fe_unrel_geno.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4031	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (discovery)	Alcohol dependence	EUR	11569	34999	46568	hg19	9220898	0	0.0977	0.0177	5.5198	0.1819	0.0329	1.071	1.0677	1.0185	Euroepan cohort all discovery samples. File: pgc_alcdep.eur_discover.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4032	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (unrelated individuals)	Alcohol dependence	EUR	10206	28480	38686	hg19	9266381	0	0.0957	0.0198	4.8333	0.174	0.036	1.0588	1.0602	1.0182	European cohort of only unrelated individuals (including summary statistic cohorts). File: pgc_alcdep.eur_unrelated.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4033	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (unrelated genotyped individuals)	Alcohol dependence	EUR	8485	20272	28757	hg19	9138050	0	0.0933	0.0266	3.5075	0.163	0.0465	1.0557	1.054	1.0228	European cohort of only unrelated genotyped individuals (excluding summary statistic cohorts). File: pgc_alcdep.eur_unrel_geno.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-11-08
4034	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (discovery)	Alcohol dependence	AFR	3335	2945	6280	hg19	15514433	1									African cohort all discovery samples. File: pgc_alcdep.afr_discover.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4035	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (unrelated individuals)	Alcohol dependence	AFR	2991	2808	5799	hg19	15519070	1									African cohort of only unrelated individuals (including summary statistic cohorts). File: pgc_alcdep.afr_unrelated.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4036	30482948	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Mental and Behavioural Disorders Due to Use of Alcohol	Alcohol dependency (unrelated genotyped individuals)	Alcohol dependence	AFR	2991	2808	5799	hg19	15478657	1									African cohort of only unrelated genotyped individuals (excluding summary statistic cohorts). File: pgc_alcdep.afr_unrel_geno.aug2018_release.txt.gz. SNPs with allele "<CNx>", "<INS:xxx>" or "<INB>" were excluded. For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-18	2019-01-11
4037	BioRxiv: https://doi.org/10.1101/224774	2017	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Pervasive Developmental Disorders	Autism spectrum disorder	Autism spectrum disorder	EUR	18381	27969	46350	hg19	9112386	0	0.1944	0.0167	11.6407	0.0962	0.0083	1.1715	1.1997	1.0084	Population prevalence: 0.005 (PMID: 21385235).	2018-10-18	2019-11-08
4038	29906448	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Schizophrenia	Schizophrenia	Schizophrenia	EUR	33426	54065	87491	hg19	8379106	0	0.3199	0.0142	22.5282	0.187	0.0083	1.4962	1.6299	1.052	Population prevalence: 0.01 (PMID: 21385235).	2018-10-18	2019-11-08
4039	29906448	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Bipolar Affective Disorder	Bipolar disorder	Bipolar disorder	EUR	20129	54065	74194	hg19	8958989	8	0.1991	0.0107	18.6075	0.165	0.0089	1.2631	1.3176	1.0164	Population prevalence: 0.02 (PMID: 21385235).	2018-10-18	2019-11-08
4040	29906448	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Schizophrenia/Bipolar Affective Disorder	Schizophrenia/Bipolar disorder	Schizophrenia/Bipolar disorder	EUR	53555	54065	107620	hg19	9678399	99	0.3405	0.013	26.1923	0.2491	0.0095	1.592	1.7924	1.0392	Cases are Schizophrenia (33,426) and bipolar (20,129). Population prevalence: 0.03 (SCZ + BP, PMID: 21385235).	2018-10-19	2019-11-08
4041	29906448	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Schizophrenia/Bipolar Affective Disorder	Schizophrenia vs Bipolar disorder	Schizophrenia vs Bipolar disorder	EUR			38855	hg19	9207070	1	0.2646	0.0203	13.03448276			1.194	1.2246	1.0092	Schizophrenia (23,585) vs bipolar disorder (15,270).	2018-10-19	2019-02-11
4042	28761083	2018	https://www.med.unc.edu/pgc/results-and-downloads/downloads	http://www.med.unc.edu/pgc/	PGC	Psychiatric	Mental and Behavioural Disorders	Obsessive-Compulsive Disorder	Obsessive compulsive disorder	Obsessive compulsive disorder	EUR+AFR	2688	7037	9725	hg19	8409516	0	0.3237	0.0488	6.6332	0.2752	0.0415	1.0527	1.0565	0.9928	Population prevalence: 0.023 (PMID: 18725912).	2018-10-19	2019-11-08
4043	30124842	2018	https://portals.broadinstitute.org/collaboration/giant/images/0/0f/Meta-analysis_Locke_et_al%2BUKBiobank_2018.txt.gz	http://cnsgenomics.com/index.html		Skeletal	Structures Related to Movement	Height	Height	Height	UKB2 (EUR meta)			693529	hg19	2348397	662	0.1492	0.0038	39.26315789			2.5641	3.2648	1.1986		2018-10-19	2019-01-11
4044	30124842	2018	https://portals.broadinstitute.org/collaboration/giant/images/6/63/Meta-analysis_Wood_et_al%2BUKBiobank_2018.txt.gz	http://cnsgenomics.com/index.html		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Weight Maintenance Functions	Body Mass Index	Body Mass Index	UKB2 (EUR meta)			681275	hg19	2334001	1321	0.2763	0.008	34.5375			3.4568	5.4738	1.8977		2018-10-19	2019-01-11
4045	30054458	2018	http://cnsgenomics.com/data/t2d/Xue_et_al_T2D_META_Nat_Commun_2018.gz	http://cnsgenomics.com/index.html		Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes Mellitus	Type 2 Diabetes	Type 2 Diabetes	UKB2 (EUR meta)	62832	596424	659256	hg19	5053015	0	0.0471	0.0022	21.4091	0.1301	0.0062	1.4459	1.6333	1.0596	Population prevalence: 0.073 (WHO Global report of diabetes (WHO, 2016), european region from Table 2, it's prevalence of diabete not specific to type 2 but most of diabetes are type 2 (apps.who.int/iris/bitstream/10665/24871/1/9789241565257_eng.pdf)).	2018-10-19	2019-11-08
4046	29228018	2017	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Roos_Rotator_Cuff/RotatorCuffSummary.txt.zip	https://grasp.nhlbi.nih.gov/FullResults.aspx		Body Structures	Injury, Poisoning and Certain Other Consequences of External Causes	Injury of Muscle and Tendon at Shoulder and Upper Arm Level	Rotator cuff injury	Rotator cuff injury	EUR+AFR+AMR+SAS+EAS	8358	94622	102980	hg19	9384977	0	0.0191	0.0044	4.3409	0.0629	0.0145	1.0466	1.0447	1.0078	For estimation of SNP heritability, sample prevalence was used as population prevalence.	2018-10-19	2019-11-08
